District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Chennai,Chennai,TN-CHE-118,Convenience,Tea 500g,Beverages,Tata Tea,227,266078.05,48780.81,1172.15,72,209,Local Distributor,8,16-07-2023
Salem,Salem,TN-SAL-253,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,108,75001.68,15028.8,694.46,440,281,Metro Cash & Carry,7,05-08-2025
Pudukkottai,Pudukkottai,TN-PUD-515,Supermarket,Mineral Water 1L,Beverages,Bisleri,272,157757.28,10228.77,579.99,436,175,Reliance Retail,4,13-06-2023
Virudhunagar,Virudhunagar,TN-VIR-235,Wholesale,Milk 1L,Dairy,Aavin,19,10701.75,1260.92,563.25,590,296,Metro Cash & Carry,9,31-08-2025
Pudukkottai,Pudukkottai,TN-PUD-460,Hypermarket,Coffee 200g,Beverages,Bru,297,321392.61,60954.27,1082.13,316,101,ITC,10,07-07-2023
Cuddalore,Chidambaram,TN-CUD-416,Hypermarket,Rice 5kg,Staples,Aachi,267,217095.03,44966.36,813.09,652,135,HUL,4,13-09-2023
Salem,Salem,TN-SAL-262,Supermarket,Mineral Water 1L,Beverages,Bisleri,40,17413.2,952.57,435.33,357,174,Reliance Retail,5,02-08-2024
Sivaganga,Karaikudi,TN-SIV-918,Convenience,Detergent 1kg,Home Care,Surf Excel,8,6871.52,345.21,858.94,430,297,Metro Cash & Carry,8,21-03-2025
Thanjavur,Kumbakonam,TN-THA-657,Wholesale,Detergent 1kg,Home Care,Surf Excel,210,77981.4,10883.49,371.34,460,286,P&G,2,09-05-2025
Erode,Gobichettipalayam,TN-ERO-455,Wholesale,Wheat Flour 1kg,Staples,Annapurna,136,140395.52,7947.12,1032.32,416,112,P&G,6,27-03-2024
Karur,Karur,TN-KAR-138,Mall Outlet,Milk 1L,Dairy,Aavin,144,98892,17137.17,686.75,985,168,Reliance Retail,2,14-08-2023
Sivaganga,Karaikudi,TN-SIV-240,Mall Outlet,Milk 1L,Dairy,Aavin,119,47467.91,2843.76,398.89,379,201,Reliance Retail,1,03-01-2024
Namakkal,Rasipuram,TN-NAM-212,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,87,49237.65,9103.26,565.95,436,126,HUL,2,05-10-2024
Virudhunagar,Sivakasi,TN-VIR-637,Mall Outlet,Garbage Bags,Home Care,Supreme,296,272577.52,46977.32,920.87,357,286,P&G,7,09-06-2025
Vellore,Katpadi,TN-VEL-438,Convenience,Toothpaste 150g,Personal Care,Colgate,118,45160.96,4582.91,382.72,74,252,P&G,10,06-09-2023
Cuddalore,Cuddalore,TN-CUD-871,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,137,47323.91,6633.77,345.43,231,197,P&G,7,24-06-2024
Chennai,Chennai,TN-CHE-249,Hypermarket,Wheat Flour 1kg,Staples,Annapurna,173,105633.8,7992.33,610.6,740,172,Local Distributor,4,27-12-2025
Nagapattinam,Mayiladuthurai,TN-NAG-202,Hypermarket,Tea 500g,Beverages,Tata Tea,58,67364.68,16810.27,1161.46,778,196,Reliance Retail,3,06-05-2023
Tirunelveli,Tirunelveli,TN-TIR-981,Wholesale,Wheat Flour 1kg,Staples,Annapurna,250,101412.5,23309.42,405.65,531,139,HUL,5,25-04-2025
Namakkal,Rasipuram,TN-NAM-583,Mall Outlet,Sugar 1kg,Staples,Madhur,69,4416,229.77,64,309,121,Metro Cash & Carry,7,15-09-2024
Cuddalore,Cuddalore,TN-CUD-251,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,295,24909.8,1381.93,84.44,918,238,P&G,2,07-10-2023
Tiruchirappalli,Tiruchirappalli,TN-TIR-851,Wholesale,Biscuits Family Pack,Snacks,Britannia,206,214219.4,33365.31,1039.9,609,150,HUL,6,21-11-2024
Karur,Karur,TN-KAR-668,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,298,220278.62,52619.36,739.19,267,230,P&G,9,03-09-2024
Erode,Gobichettipalayam,TN-ERO-812,Convenience,Milk 1L,Dairy,Aavin,203,57067.36,3680.6,281.12,956,188,Metro Cash & Carry,6,09-04-2023
Erode,Gobichettipalayam,TN-ERO-287,Hypermarket,Curd 500g,Dairy,Aavin,85,95258.65,18877.63,1120.69,34,269,HUL,4,26-09-2024
Tiruvallur,Avadi,TN-TIR-287,Convenience,Curd 500g,Dairy,Aavin,111,88146.21,4737.27,794.11,237,219,Reliance Retail,10,01-05-2025
Nagapattinam,Mayiladuthurai,TN-NAG-900,Mall Outlet,Rice 5kg,Staples,Aachi,21,14102.76,3248.17,671.56,972,216,P&G,3,28-07-2024
Cuddalore,Cuddalore,TN-CUD-256,Supermarket,Detergent 1kg,Home Care,Surf Excel,229,244878.86,15398.54,1069.34,269,98,ITC,5,01-03-2024
Dindigul,Dindigul,TN-DIN-258,Hypermarket,Garbage Bags,Home Care,Supreme,192,218448,18059.95,1137.75,834,193,Metro Cash & Carry,5,14-05-2025
Cuddalore,Chidambaram,TN-CUD-285,Wholesale,Biscuits Family Pack,Snacks,Britannia,86,21911.08,1680.48,254.78,156,209,HUL,1,07-10-2023
Chennai,Chennai,TN-CHE-438,Wholesale,Mineral Water 1L,Beverages,Bisleri,60,16459.2,3712.59,274.32,235,55,HUL,4,03-06-2024
Kanchipuram,Chengalpattu,TN-KAN-551,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,224,211525.44,26026.09,944.31,835,52,Reliance Retail,7,18-10-2023
Karur,Karur,TN-KAR-868,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,34,7643.2,1363.17,224.8,215,64,ITC,3,17-04-2024
Sivaganga,Karaikudi,TN-SIV-935,Wholesale,Tea 500g,Beverages,Tata Tea,125,6783.75,706.67,54.27,939,293,HUL,1,18-09-2023
Pudukkottai,Pudukkottai,TN-PUD-569,Supermarket,Mineral Water 1L,Beverages,Bisleri,13,1653.86,320.09,127.22,980,91,Local Distributor,3,22-08-2024
Coimbatore,Mettupalayam,TN-COI-159,Wholesale,Curd 500g,Dairy,Aavin,137,109524.65,17446.5,799.45,747,248,ITC,8,11-10-2025
Dindigul,Palani,TN-DIN-523,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,98,109003.44,6541.22,1112.28,368,213,Metro Cash & Carry,4,21-06-2025
Salem,Attur,TN-SAL-744,Hypermarket,Biscuits Family Pack,Snacks,Britannia,263,275942.23,17334.08,1049.21,159,131,Metro Cash & Carry,1,03-12-2024
Cuddalore,Chidambaram,TN-CUD-876,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,135,148436.55,28936.43,1099.53,150,292,HUL,8,25-05-2024
Erode,Gobichettipalayam,TN-ERO-687,Supermarket,Tea 500g,Beverages,Tata Tea,56,9709.84,652.41,173.39,48,80,Metro Cash & Carry,8,17-11-2025
Coimbatore,Coimbatore,TN-COI-813,Convenience,Garbage Bags,Home Care,Supreme,217,211067.22,41907.28,972.66,51,221,ITC,8,12-04-2023
Karur,Karur,TN-KAR-810,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,82,35750.36,5990.02,435.98,634,208,P&G,6,31-12-2023
Virudhunagar,Sivakasi,TN-VIR-852,Supermarket,Detergent 1kg,Home Care,Surf Excel,57,12753.18,1000.12,223.74,504,292,Reliance Retail,5,26-05-2024
Vellore,Katpadi,TN-VEL-286,Hypermarket,Rice 5kg,Staples,Aachi,189,194942.16,15581.86,1031.44,115,146,HUL,7,18-10-2024
Thoothukudi,Thoothukudi,TN-THO-970,Hypermarket,Coffee 200g,Beverages,Bru,5,4184.9,892.6,836.98,207,299,P&G,5,10-09-2024
Tiruvallur,Tiruvallur,TN-TIR-412,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,260,161231.2,26767.95,620.12,338,53,P&G,8,12-02-2023
Tirunelveli,Tirunelveli,TN-TIR-980,Convenience,Soft Drink 2L,Beverages,Coca-Cola,198,182918.34,34182.12,923.83,73,206,P&G,4,06-07-2025
Karur,Karur,TN-KAR-738,Hypermarket,Milk 1L,Dairy,Aavin,223,171464.7,15747.42,768.9,970,274,Metro Cash & Carry,6,28-04-2025
Vellore,Katpadi,TN-VEL-289,Wholesale,Detergent 1kg,Home Care,Surf Excel,247,97888.57,8232.36,396.31,933,141,Metro Cash & Carry,3,05-02-2023
Kanchipuram,Kanchipuram,TN-KAN-508,Convenience,Garbage Bags,Home Care,Supreme,47,8802.16,1504.44,187.28,28,217,P&G,10,19-11-2023
Salem,Attur,TN-SAL-219,Supermarket,Biscuits Family Pack,Snacks,Britannia,215,59699.05,4795.44,277.67,325,130,Local Distributor,10,03-04-2025
Vellore,Katpadi,TN-VEL-350,Wholesale,Sugar 1kg,Staples,Madhur,214,47805.46,8341.32,223.39,303,220,HUL,1,02-06-2025
Cuddalore,Cuddalore,TN-CUD-443,Convenience,Soft Drink 2L,Beverages,Coca-Cola,268,13919.92,2557.99,51.94,347,74,HUL,4,08-08-2023
Vellore,Vellore,TN-VEL-144,Convenience,Mineral Water 1L,Beverages,Bisleri,278,284941.66,27038.09,1024.97,876,90,ITC,2,29-12-2023
Salem,Salem,TN-SAL-948,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,195,176287.8,26843.76,904.04,933,276,ITC,6,11-11-2023
Kanchipuram,Chengalpattu,TN-KAN-648,Wholesale,Milk 1L,Dairy,Aavin,157,168693.36,11942.86,1074.48,596,78,Metro Cash & Carry,6,20-06-2024
Pudukkottai,Pudukkottai,TN-PUD-498,Convenience,Toothpaste 150g,Personal Care,Colgate,73,73573.78,13592.3,1007.86,43,253,Reliance Retail,3,26-10-2025
Karur,Karur,TN-KAR-753,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,130,130214.5,20073.37,1001.65,794,238,Reliance Retail,7,31-07-2024
Cuddalore,Chidambaram,TN-CUD-893,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,227,198529.66,18570.92,874.58,674,96,ITC,10,16-10-2023
Kanchipuram,Kanchipuram,TN-KAN-283,Supermarket,Coffee 200g,Beverages,Bru,98,3938.62,740.6,40.19,46,122,HUL,10,02-06-2024
Pudukkottai,Pudukkottai,TN-PUD-914,Supermarket,Toothpaste 150g,Personal Care,Colgate,253,284989.32,66518.59,1126.44,581,247,Local Distributor,2,04-07-2023
Karur,Karur,TN-KAR-257,Wholesale,Mineral Water 1L,Beverages,Bisleri,147,102742.71,15963.05,698.93,667,91,Metro Cash & Carry,4,16-08-2023
Pudukkottai,Pudukkottai,TN-PUD-158,Hypermarket,Curd 500g,Dairy,Aavin,221,111293.39,21980.46,503.59,763,93,Local Distributor,1,08-05-2023
Chennai,Chennai,TN-CHE-301,Hypermarket,Garbage Bags,Home Care,Supreme,177,43931.4,5676.2,248.2,893,74,ITC,6,06-04-2023
Dindigul,Dindigul,TN-DIN-376,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,125,83600,4211.95,668.8,363,191,Local Distributor,3,05-05-2025
Virudhunagar,Virudhunagar,TN-VIR-775,Mall Outlet,Soft Drink 2L,Beverages,Coca-Cola,36,3253.68,421.75,90.38,714,160,HUL,8,12-06-2025
Vellore,Vellore,TN-VEL-281,Mall Outlet,Coffee 200g,Beverages,Bru,261,192907.71,24513.34,739.11,808,275,HUL,4,17-09-2025
Kanchipuram,Kanchipuram,TN-KAN-617,Convenience,Toor Dal 1kg,Pulses,24 Mantra,282,309466.8,61895.99,1097.4,786,153,HUL,7,20-07-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-544,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,60,1258.2,81.63,20.97,158,219,Metro Cash & Carry,3,16-02-2024
Vellore,Vellore,TN-VEL-201,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,119,51432.99,4493.55,432.21,754,203,Local Distributor,2,18-12-2025
Karur,Karur,TN-KAR-825,Supermarket,Milk 1L,Dairy,Aavin,251,151039.25,10420.86,601.75,44,158,Local Distributor,6,09-12-2023
Chennai,Chennai,TN-CHE-976,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,43,32378.14,4643.6,752.98,455,294,Reliance Retail,2,01-08-2025
Nagapattinam,Nagapattinam,TN-NAG-460,Mall Outlet,Curd 500g,Dairy,Aavin,278,216573.12,34262.64,779.04,306,139,Local Distributor,8,31-12-2023
Chennai,Chennai,TN-CHE-818,Wholesale,Milk 1L,Dairy,Aavin,193,162351.6,34807.38,841.2,546,148,HUL,10,25-12-2024
Sivaganga,Sivaganga,TN-SIV-241,Convenience,Paneer 200g,Dairy,Milky Mist,109,41801.5,6330.67,383.5,579,278,HUL,6,29-10-2024
Vellore,Katpadi,TN-VEL-787,Wholesale,Rice 5kg,Staples,Aachi,232,206723.6,46992.18,891.05,593,270,Metro Cash & Carry,1,30-06-2025
Thoothukudi,Thoothukudi,TN-THO-246,Mall Outlet,Curd 500g,Dairy,Aavin,221,158348.71,39492.67,716.51,64,245,Reliance Retail,10,22-03-2025
Karur,Karur,TN-KAR-675,Supermarket,Garbage Bags,Home Care,Supreme,239,91357.75,16987.35,382.25,261,193,P&G,10,05-08-2024
Cuddalore,Chidambaram,TN-CUD-177,Mall Outlet,Coffee 200g,Beverages,Bru,263,268112.72,19440.56,1019.44,473,112,P&G,8,28-11-2025
Dindigul,Dindigul,TN-DIN-508,Mall Outlet,Garbage Bags,Home Care,Supreme,278,40601.9,5122.5,146.05,795,199,Metro Cash & Carry,1,27-06-2024
Thanjavur,Kumbakonam,TN-THA-110,Mall Outlet,Tea 500g,Beverages,Tata Tea,268,260313.76,58614.24,971.32,334,297,HUL,2,06-03-2023
Tirunelveli,Palayamkottai,TN-TIR-242,Wholesale,Wheat Flour 1kg,Staples,Annapurna,208,102388,16440.99,492.25,923,65,ITC,9,02-01-2024
Thoothukudi,Thoothukudi,TN-THO-467,Mall Outlet,Toor Dal 1kg,Pulses,24 Mantra,118,2435.52,549.09,20.64,586,192,HUL,1,06-11-2024
Karur,Karur,TN-KAR-782,Mall Outlet,Garbage Bags,Home Care,Supreme,126,94531.5,18658.5,750.25,268,263,Local Distributor,2,12-12-2024
Kanchipuram,Kanchipuram,TN-KAN-114,Hypermarket,Paneer 200g,Dairy,Milky Mist,194,213386.42,12685.54,1099.93,217,61,Local Distributor,6,10-03-2025
Cuddalore,Cuddalore,TN-CUD-706,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,109,4403.6,1072.93,40.4,366,149,P&G,2,18-06-2024
Sivaganga,Sivaganga,TN-SIV-945,Wholesale,Garbage Bags,Home Care,Supreme,155,82111.25,13457.74,529.75,514,244,Reliance Retail,1,31-08-2023
Nagapattinam,Mayiladuthurai,TN-NAG-265,Wholesale,Wheat Flour 1kg,Staples,Annapurna,20,3066.8,613.43,153.34,437,145,Local Distributor,2,08-04-2023
Vellore,Katpadi,TN-VEL-402,Convenience,Bath Soap (Pack),Personal Care,Lux,72,52539.12,12484.79,729.71,402,173,P&G,6,14-05-2025
Pudukkottai,Pudukkottai,TN-PUD-938,Convenience,Tea 500g,Beverages,Tata Tea,159,179542.8,22544.46,1129.2,806,249,HUL,2,24-10-2024
Namakkal,Rasipuram,TN-NAM-993,Wholesale,Sugar 1kg,Staples,Madhur,166,185966.48,37867.18,1120.28,188,290,HUL,2,17-01-2023
Dindigul,Dindigul,TN-DIN-320,Convenience,Paneer 200g,Dairy,Milky Mist,20,6503.4,724.87,325.17,922,149,P&G,9,13-08-2024
Dindigul,Palani,TN-DIN-711,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,228,92335.44,6396.79,404.98,843,259,HUL,9,06-04-2024
Dindigul,Dindigul,TN-DIN-600,Supermarket,Sugar 1kg,Staples,Madhur,152,62769.92,7503.49,412.96,104,92,Local Distributor,10,26-04-2023
Chennai,Chennai,TN-CHE-503,Hypermarket,Tea 500g,Beverages,Tata Tea,51,57018.51,3626.26,1118.01,734,249,Reliance Retail,4,21-10-2023
Tiruvallur,Avadi,TN-TIR-260,Wholesale,Bath Soap (Pack),Personal Care,Lux,279,217115.01,42619.95,778.19,632,138,Metro Cash & Carry,6,19-10-2024
Pudukkottai,Pudukkottai,TN-PUD-275,Hypermarket,Mineral Water 1L,Beverages,Bisleri,161,35576.17,7767.69,220.97,143,232,P&G,2,11-04-2025
Tiruchirappalli,Srirangam,TN-TIR-600,Convenience,Soft Drink 2L,Beverages,Coca-Cola,48,26370.24,1607.21,549.38,938,63,Metro Cash & Carry,1,13-01-2025
Thanjavur,Thanjavur,TN-THA-364,Wholesale,Paneer 200g,Dairy,Milky Mist,162,54709.02,5255.58,337.71,374,213,HUL,6,17-10-2023
Thanjavur,Kumbakonam,TN-THA-994,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,62,62201.5,13610.99,1003.25,121,141,Metro Cash & Carry,5,29-07-2025
Erode,Gobichettipalayam,TN-ERO-396,Mall Outlet,Coffee 200g,Beverages,Bru,23,9507.74,1403.97,413.38,547,57,HUL,4,13-09-2023
Nagapattinam,Nagapattinam,TN-NAG-531,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,107,32397.46,5794.67,302.78,940,203,HUL,7,18-03-2023
Nagapattinam,Mayiladuthurai,TN-NAG-618,Mall Outlet,Tea 500g,Beverages,Tata Tea,290,29176.9,6094.49,100.61,491,189,Reliance Retail,4,20-01-2023
Thanjavur,Kumbakonam,TN-THA-288,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,165,38646.3,5373.15,234.22,313,154,P&G,4,01-11-2024
Vellore,Katpadi,TN-VEL-931,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,56,34945.12,7782.12,624.02,364,158,Local Distributor,8,21-01-2024
Thanjavur,Kumbakonam,TN-THA-990,Wholesale,Detergent 1kg,Home Care,Surf Excel,49,43490.44,6025.11,887.56,387,288,HUL,10,25-03-2025
Sivaganga,Sivaganga,TN-SIV-417,Hypermarket,Coffee 200g,Beverages,Bru,207,37493.91,6408.47,181.13,263,277,Reliance Retail,7,20-06-2024
Dindigul,Dindigul,TN-DIN-724,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,19,15838.4,1147.22,833.6,545,202,Metro Cash & Carry,6,09-09-2025
Vellore,Vellore,TN-VEL-644,Hypermarket,Biscuits Family Pack,Snacks,Britannia,88,11645.92,780.24,132.34,608,154,Local Distributor,9,17-08-2024
Thanjavur,Thanjavur,TN-THA-766,Convenience,Milk 1L,Dairy,Aavin,146,129738.52,19839.61,888.62,529,126,Metro Cash & Carry,10,26-07-2025
Sivaganga,Karaikudi,TN-SIV-548,Hypermarket,Garbage Bags,Home Care,Supreme,194,192482.92,43879.67,992.18,336,212,Local Distributor,10,14-12-2024
Nagapattinam,Nagapattinam,TN-NAG-630,Supermarket,Mineral Water 1L,Beverages,Bisleri,31,7173.4,461.19,231.4,763,199,Reliance Retail,9,01-06-2023
Salem,Attur,TN-SAL-641,Mall Outlet,Coffee 200g,Beverages,Bru,236,254993.28,36317.27,1080.48,948,134,Metro Cash & Carry,9,04-09-2024
Thoothukudi,Thoothukudi,TN-THO-930,Supermarket,Bath Soap (Pack),Personal Care,Lux,110,57424.4,11606.04,522.04,163,183,Reliance Retail,9,03-08-2023
Madurai,Madurai,TN-MAD-843,Hypermarket,Rice 5kg,Staples,Aachi,112,72041.76,8525.7,643.23,444,267,Metro Cash & Carry,2,17-06-2023
Sivaganga,Sivaganga,TN-SIV-724,Wholesale,Garbage Bags,Home Care,Supreme,45,15507.9,3617.79,344.62,590,52,ITC,10,08-12-2023
Tiruchirappalli,Srirangam,TN-TIR-579,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,194,76133.36,12337.78,392.44,435,286,Reliance Retail,10,01-03-2024
Vellore,Katpadi,TN-VEL-191,Convenience,Floor Cleaner 1L,Home Care,Lizol,280,253682.8,50967.12,906.01,475,296,Local Distributor,1,14-10-2024
Erode,Erode,TN-ERO-789,Wholesale,Rice 5kg,Staples,Aachi,67,10974.6,1077.99,163.8,598,70,ITC,4,26-12-2025
Salem,Attur,TN-SAL-414,Hypermarket,Biscuits Family Pack,Snacks,Britannia,183,29845.47,5810.95,163.09,43,196,ITC,9,02-11-2024
Pudukkottai,Pudukkottai,TN-PUD-976,Mall Outlet,Toor Dal 1kg,Pulses,24 Mantra,26,9214.92,573.16,354.42,138,126,HUL,8,28-02-2024
Cuddalore,Cuddalore,TN-CUD-451,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,110,51409.6,6704.4,467.36,936,162,ITC,4,15-12-2024
Nagapattinam,Mayiladuthurai,TN-NAG-681,Hypermarket,Coffee 200g,Beverages,Bru,185,56526.75,9820.75,305.55,721,51,Local Distributor,6,20-10-2024
Kanchipuram,Kanchipuram,TN-KAN-475,Convenience,Paneer 200g,Dairy,Milky Mist,131,15906.02,1858.82,121.42,395,260,Reliance Retail,4,25-09-2025
Sivaganga,Sivaganga,TN-SIV-465,Convenience,Toor Dal 1kg,Pulses,24 Mantra,56,26219.2,2601.47,468.2,979,223,Metro Cash & Carry,1,02-10-2023
Nagapattinam,Nagapattinam,TN-NAG-582,Wholesale,Tea 500g,Beverages,Tata Tea,238,12671.12,1035,53.24,608,157,Local Distributor,7,19-04-2025
Chennai,Chennai,TN-CHE-355,Convenience,Tea 500g,Beverages,Tata Tea,271,31707,6704.37,117,262,67,Local Distributor,7,06-06-2023
Coimbatore,Coimbatore,TN-COI-738,Wholesale,Biscuits Family Pack,Snacks,Britannia,109,45237.18,10152.96,415.02,650,285,P&G,7,27-06-2024
Coimbatore,Mettupalayam,TN-COI-227,Supermarket,Coffee 200g,Beverages,Bru,291,193602.3,14921.66,665.3,219,52,P&G,3,23-09-2025
Kanchipuram,Kanchipuram,TN-KAN-532,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,57,18849.33,1919.48,330.69,277,166,ITC,9,15-04-2024
Sivaganga,Karaikudi,TN-SIV-913,Hypermarket,Rice 5kg,Staples,Aachi,299,151258.12,31682.16,505.88,428,176,Reliance Retail,5,08-01-2023
Sivaganga,Sivaganga,TN-SIV-277,Mall Outlet,Garbage Bags,Home Care,Supreme,147,165729.27,25162.59,1127.41,783,119,P&G,6,18-08-2023
Vellore,Katpadi,TN-VEL-650,Wholesale,Sugar 1kg,Staples,Madhur,256,42362.88,4370.85,165.48,201,55,Local Distributor,7,03-09-2023
Tiruchirappalli,Srirangam,TN-TIR-959,Convenience,Wheat Flour 1kg,Staples,Annapurna,108,41037.84,3761.24,379.98,515,244,Metro Cash & Carry,2,04-11-2025
Karur,Karur,TN-KAR-661,Wholesale,Paneer 200g,Dairy,Milky Mist,188,217124.96,20515.91,1154.92,239,104,Reliance Retail,5,30-08-2025
Tiruvallur,Tiruvallur,TN-TIR-949,Convenience,Toor Dal 1kg,Pulses,24 Mantra,124,107458.4,18376.31,866.6,637,283,ITC,6,31-01-2024
Nagapattinam,Mayiladuthurai,TN-NAG-123,Hypermarket,Garbage Bags,Home Care,Supreme,70,34101.2,4083.15,487.16,806,92,ITC,5,19-05-2023
Tirunelveli,Tirunelveli,TN-TIR-187,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,187,103083.75,7915.81,551.25,274,244,P&G,2,10-02-2023
Coimbatore,Pollachi,TN-COI-806,Wholesale,Mineral Water 1L,Beverages,Bisleri,144,19821.6,1843.77,137.65,277,145,HUL,9,04-06-2023
Coimbatore,Pollachi,TN-COI-594,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,55,63063.55,14802.24,1146.61,147,242,P&G,9,11-08-2025
Chennai,Chennai,TN-CHE-254,Wholesale,Bath Soap (Pack),Personal Care,Lux,299,149532.89,12959.48,500.11,382,70,Reliance Retail,5,23-10-2023
Tirunelveli,Palayamkottai,TN-TIR-114,Convenience,Coffee 200g,Beverages,Bru,93,47864.31,3425.96,514.67,848,209,ITC,1,30-01-2024
Thanjavur,Kumbakonam,TN-THA-638,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,200,54766,7939.88,273.83,152,189,Reliance Retail,8,14-12-2023
Coimbatore,Coimbatore,TN-COI-897,Supermarket,Wheat Flour 1kg,Staples,Annapurna,176,165392.48,16090.89,939.73,914,255,Reliance Retail,3,24-05-2023
Sivaganga,Karaikudi,TN-SIV-301,Wholesale,Garbage Bags,Home Care,Supreme,20,635.4,90.84,31.77,619,130,ITC,1,16-07-2023
Karur,Karur,TN-KAR-239,Convenience,Mineral Water 1L,Beverages,Bisleri,11,557.48,79.32,50.68,630,168,ITC,4,12-03-2023
Tiruvallur,Tiruvallur,TN-TIR-264,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,109,71703.47,9044.31,657.83,42,240,Metro Cash & Carry,8,04-06-2023
Cuddalore,Chidambaram,TN-CUD-245,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,17,16473.51,1660.15,969.03,891,286,Local Distributor,5,14-04-2025
Tiruchirappalli,Srirangam,TN-TIR-213,Mall Outlet,Tea 500g,Beverages,Tata Tea,285,277344.9,67362.25,973.14,485,263,ITC,8,09-06-2024
Thanjavur,Thanjavur,TN-THA-516,Supermarket,Sugar 1kg,Staples,Madhur,120,109956,11944.21,916.3,805,288,HUL,3,08-01-2025
Salem,Salem,TN-SAL-763,Wholesale,Rice 5kg,Staples,Aachi,78,33067.32,3073.1,423.94,601,119,ITC,3,04-02-2023
Sivaganga,Karaikudi,TN-SIV-412,Wholesale,Detergent 1kg,Home Care,Surf Excel,97,44957.56,2451.12,463.48,690,96,Reliance Retail,6,08-10-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-233,Wholesale,Curd 500g,Dairy,Aavin,45,35496.9,6053.48,788.82,307,234,Metro Cash & Carry,1,02-10-2023
Thoothukudi,Thoothukudi,TN-THO-947,Convenience,Mineral Water 1L,Beverages,Bisleri,281,121923.09,15417.54,433.89,134,77,ITC,10,15-08-2023
Dindigul,Dindigul,TN-DIN-274,Wholesale,Garbage Bags,Home Care,Supreme,212,252740.04,48178.25,1192.17,750,205,Metro Cash & Carry,7,06-06-2024
Karur,Karur,TN-KAR-910,Mall Outlet,Curd 500g,Dairy,Aavin,69,18794.91,2365.79,272.39,60,282,ITC,9,12-12-2025
Thoothukudi,Thoothukudi,TN-THO-567,Convenience,Rice 5kg,Staples,Aachi,266,240479.96,33105.53,904.06,673,192,ITC,10,13-08-2023
Sivaganga,Sivaganga,TN-SIV-602,Convenience,Soft Drink 2L,Beverages,Coca-Cola,295,51371.3,7060.3,174.14,44,62,Reliance Retail,10,19-12-2025
Erode,Gobichettipalayam,TN-ERO-722,Hypermarket,Coffee 200g,Beverages,Bru,171,201092.58,21259.61,1175.98,275,180,Reliance Retail,5,08-07-2025
Coimbatore,Pollachi,TN-COI-261,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,298,345456.5,45615.35,1159.25,280,160,HUL,3,20-01-2023
Tirunelveli,Tirunelveli,TN-TIR-270,Hypermarket,Detergent 1kg,Home Care,Surf Excel,80,83371.2,10159.27,1042.14,336,50,HUL,4,05-01-2023
Coimbatore,Coimbatore,TN-COI-118,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,197,61745.71,6689.42,313.43,731,153,Reliance Retail,4,16-08-2023
Virudhunagar,Virudhunagar,TN-VIR-103,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,297,275134.86,45019.11,926.38,92,81,P&G,2,11-04-2025
Chennai,Chennai,TN-CHE-693,Supermarket,Milk 1L,Dairy,Aavin,295,268007.5,47050.09,908.5,840,110,HUL,8,17-02-2024
Tiruvallur,Avadi,TN-TIR-857,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,203,6193.53,1294.64,30.51,344,126,Metro Cash & Carry,2,20-05-2025
